2015-10-31,redirect,http://web.archive.org/web/20151031075714/http://twitter.com:80/mitchellvii
2015-12-31,redirect,http://web.archive.org/web/20151231012240/http://twitter.com:80/mitchellvii
2017-01-05,redirect,http://web.archive.org/web/20170105083459/https://twitter.com/mitchellvii
2017-01-05,redirect,http://web.archive.org/web/20170105210300/https://twitter.com/mitchellvii
2017-01-07,redirect,http://web.archive.org/web/20170107010813/https://twitter.com/mitchellvii
2017-01-08,redirect,http://web.archive.org/web/20170108041221/https://twitter.com/mitchellvii
2017-01-09,redirect,http://web.archive.org/web/20170109051725/https://twitter.com/mitchellvii
2017-01-09,redirect,http://web.archive.org/web/20170109210315/https://twitter.com/mitchellvii
2017-01-14,redirect,http://web.archive.org/web/20170114015345/https://twitter.com/mitchellvii
2017-01-16,redirect,http://web.archive.org/web/20170116213947/https://twitter.com/mitchellvii
2017-01-20,redirect,http://web.archive.org/web/20170120131709/https://twitter.com/mitchellvii
2017-01-24,redirect,http://web.archive.org/web/20170124102339/https://twitter.com/mitchellvii
2017-01-26,redirect,http://web.archive.org/web/20170126080709/https://twitter.com/mitchellvii
2017-01-28,redirect,http://web.archive.org/web/20170128014222/https://twitter.com/mitchellvii
2017-02-02,redirect,http://web.archive.org/web/20170202173252/https://twitter.com/mitchellvii
2017-02-06,redirect,http://web.archive.org/web/20170206085829/https://twitter.com/mitchellvii
