date,count,URL-M
2007-10-04,6656,http://web.archive.org/web/20071004030327/http://twitter.com:80/twitter
2007-12-13,6652,http://web.archive.org/web/20071213082204/http://twitter.com:80/Twitter
2008-03-13,17314,http://web.archive.org/web/20080313205318/http://twitter.com:80/Twitter?
2008-07-24,22232,http://web.archive.org/web/20080724033350/http://www.twitter.com/twitter
2008-09-01,27977,http://web.archive.org/web/20080901214655/http://twitter.com/twitter
2008-10-31,34143,http://web.archive.org/web/20081031022028/http://twitter.com/twitter
2008-11-03,34477,http://web.archive.org/web/20081103163324/http://twitter.com:80/TWITTER
2008-12-03,39106,http://web.archive.org/web/20081203195031/https://twitter.com/twitter
2009-01-03,45650,http://web.archive.org/web/20090103200126/http://twitter.com/twitter
2009-04-16,781668,http://web.archive.org/web/20090416021321/http://twitter.com//twitter
2009-06-18,1465255,http://web.archive.org/web/20090618155139/http://twitter.com/twitter
2009-07-01,1651587,http://web.archive.org/web/20090701104912/http://twitter.com:80/TWITTER
2009-08-01,1958508,http://web.archive.org/web/20090801081734/http://twitter.com//twitter
2009-09-04,2242627,http://web.archive.org/web/20090904091024/http://twitter.com/Twitter
2009-10-25,2561878,http://web.archive.org/web/20091025140929/https://twitter.com/twitter
2009-11-01,2594388,http://web.archive.org/web/20091101130926/https://twitter.com/twitter
2010-01-06,2840802,http://web.archive.org/web/20100106083659/http://twitter.com/twitter
2010-03-19,3039185,http://web.archive.org/web/20100319050916/http://twitter.com/twitter
2010-04-02,3069871,http://web.archive.org/web/20100402051439/http://twitter.com/twitter
2010-05-06,3148619,http://web.archive.org/web/20100506092548/https://twitter.com/twitter
2010-06-05,3246914,http://web.archive.org/web/20100605052834/http://twitter.com/twitter
2010-07-01,3327813,http://web.archive.org/web/20100701050023/https://twitter.com/twitter
2010-08-04,3436675,http://web.archive.org/web/20100804102758/http://twitter.com/twitter
2010-09-06,3591952,http://web.archive.org/web/20100906012115/https://twitter.com/twitter
2010-10-03,3782825,http://web.archive.org/web/20101003094111/http://twitter.com/twitter
2010-11-02,3910326,http://web.archive.org/web/20101102192627/http://twitter.com/twitter
2010-12-06,4014765,http://web.archive.org/web/20101206015328/https://twitter.com/twitter
2011-01-06,4132630,http://web.archive.org/web/20110106025103/https://twitter.com/twitter
2011-02-08,4289573,http://web.archive.org/web/20110208061200/http://twitter.com:80/TWITTER
2011-03-01,4455081,http://web.archive.org/web/20110301032026/http://twitter.com/twitter
2011-04-05,4773863,http://web.archive.org/web/20110405185037/https://twitter.com/twitter
2011-05-04,4950269,http://web.archive.org/web/20110504084749/http://twitter.com/twitter
2011-07-01,5448766,http://web.archive.org/web/20110701194015/http://twitter.com/twitter
2011-08-01,5700742,http://web.archive.org/web/20110801234729/http://twitter.com/twitter
2011-09-04,5989847,http://web.archive.org/web/20110904102511/http://twitter.com/twitter
2011-10-04,6243002,http://web.archive.org/web/20111004143055/http://twitter.com/twitter
2011-11-02,6586923,http://web.archive.org/web/20111102093807/http://twitter.com/twitter
2011-12-01,6921288,http://web.archive.org/web/20111201083147/http://twitter.com/twitter
2012-01-01,7197593,http://web.archive.org/web/20120101072128/http://twitter.com/twitter/
2012-02-01,7521491,http://web.archive.org/web/20120201051934/https://twitter.com/twitter
2012-03-02,7899528,http://web.archive.org/web/20120302002355/http://twitter.com/twitter
2012-04-01,9047008,http://web.archive.org/web/20120401182226/http://twitter.com/twitter
2012-05-02,9868295,http://web.archive.org/web/20120502125332/http://twitter.com/twitter
2012-06-02,10706332,http://web.archive.org/web/20120602063703/http://twitter.com/twitter
2012-07-02,11531330,http://web.archive.org/web/20120702104350/https://twitter.com/twitter
2012-08-01,12246858,http://web.archive.org/web/20120801205535/http://twitter.com/twitter
2012-09-01,12930505,http://web.archive.org/web/20120901193756/http://twitter.com/twitter
2012-10-11,13799435,http://web.archive.org/web/20121011021504/http://twitter.com/twitter
2012-11-01,14156921,http://web.archive.org/web/20121101023705/https://twitter.com/twitter
2012-12-01,14862593,http://web.archive.org/web/20121201075812/http://twitter.com/twitter
2013-01-02,15479544,http://web.archive.org/web/20130102214824/http://twitter.com/Twitter
2013-02-02,16041915,http://web.archive.org/web/20130202223704/http://twitter.com/twitter
2013-03-03,16637203,http://web.archive.org/web/20130303004457/https://twitter.com/twitter
2013-04-01,17422627,http://web.archive.org/web/20130401185557/https://twitter.com/twitter
2013-05-02,18410486,http://web.archive.org/web/20130502004847/https://twitter.com/twitter
2013-06-01,19482837,http://web.archive.org/web/20130601141025/https://twitter.com/twitter
2013-07-04,20739654,http://web.archive.org/web/20130704015331/https://twitter.com/twitter/
2013-08-02,21819066,http://web.archive.org/web/20130802015603/https://twitter.com/Twitter
2013-09-01,23090739,http://web.archive.org/web/20130901154623/https://twitter.com/Twitter
2013-10-01,24514836,http://web.archive.org/web/20131001181115/https://twitter.com/twitter
2013-11-01,26194765,http://web.archive.org/web/20131101010012/https://twitter.com/twitter
2013-12-01,27469285,http://web.archive.org/web/20131201051304/https://twitter.com/twitter
2014-01-01,28042759,http://web.archive.org/web/20140101015353/https://twitter.com/twitter
2014-02-01,28652597,http://web.archive.org/web/20140201184435/https://twitter.com/twitter
2014-03-01,29127144,http://web.archive.org/web/20140301002744/https://twitter.com/twitter
2014-04-01,29665633,http://web.archive.org/web/20140401021104/https://twitter.com/twitter
2014-05-01,30091806,http://web.archive.org/web/20140501025702/https://twitter.com/twitter
2014-06-01,30549824,http://web.archive.org/web/20140601000406/https://twitter.com/twitter
2014-07-01,30959119,http://web.archive.org/web/20140701054401/https://twitter.com/twitter
2014-08-01,31382175,http://web.archive.org/web/20140801031419/https://twitter.com/twitter
2014-09-01,31904898,http://web.archive.org/web/20140901012821/https://twitter.com/twitter
2014-10-01,32508095,http://web.archive.org/web/20141001051934/https://twitter.com/twitter
2014-11-01,33088749,http://web.archive.org/web/20141101162616/https://twitter.com/twitter
2014-12-01,33625881,http://web.archive.org/web/20141201104501/https://twitter.com/twitter
2015-01-02,34249324,http://web.archive.org/web/20150102112302/https://twitter.com/twitter
2015-02-04,35031099,http://web.archive.org/web/20150204193850/https://twitter.com/Twitter
2015-03-04,35609204,http://web.archive.org/web/20150304085019/https://twitter.com/Twitter
2015-04-01,36729018,http://web.archive.org/web/20150401182109/https://twitter.com/Twitter
2015-05-01,37889190,http://web.archive.org/web/20150501061544/https://twitter.com/twitter
2015-06-01,39958991,http://web.archive.org/web/20150601003936/https://twitter.com/Twitter
2015-07-01,42214904,http://web.archive.org/web/20150701115451/https://twitter.com/Twitter
2015-08-07,44136626,http://web.archive.org/web/20150807061252/https://twitter.com/twitter
2015-09-01,45188282,http://web.archive.org/web/20150901055451/https://twitter.com/Twitter
2015-10-01,46407655,http://web.archive.org/web/20151001135108/https://twitter.com/twitter
2015-11-02,47930663,http://web.archive.org/web/20151102094534/https://twitter.com/twitter
2015-12-01,48460080,http://web.archive.org/web/20151201030802/https://twitter.com/twitter
2016-01-02,50242513,http://web.archive.org/web/20160102013219/https://twitter.com/twitter
2016-02-01,51953118,http://web.archive.org/web/20160201033831/https://twitter.com/twitter
2016-03-01,53051805,http://web.archive.org/web/20160301024943/https://twitter.com/twitter
2016-04-02,54003055,http://web.archive.org/web/20160402061012/https://twitter.com/twitter
2016-05-05,54597905,http://web.archive.org/web/20160505034030/https://twitter.com/twitter
2016-06-02,55088168,http://web.archive.org/web/20160602040946/https://twitter.com/twitter
2016-07-01,55493237,http://web.archive.org/web/20160701195147/https://twitter.com/twitter
2016-08-01,56046421,http://web.archive.org/web/20160801173637/https://twitter.com/twitter
2016-09-02,56499316,http://web.archive.org/web/20160902012453/https://twitter.com/twitter
2016-10-01,56991002,http://web.archive.org/web/20161001012615/https://twitter.com/Twitter
2016-11-02,57321263,http://web.archive.org/web/20161102071542/https://twitter.com/twitter
